ID,Classe,Vitesse (px/s),Temps (s),X,Y
48,motorcycle,33.94,3.46,271,472
55,car,24.0,3.46,111,251
64,person,86.53,3.46,224,780
70,person,33.94,3.46,267,437
72,car,24.0,3.46,34,576
82,car,24.0,3.46,14,223
1,car,33.94,3.5,251,557
2,car,24.0,3.5,345,650
3,car,75.89,3.5,184,750
4,car,0.0,3.5,138,426
5,car,24.0,3.5,266,360
6,car,0.0,3.5,277,321
7,car,24.0,3.5,386,374
8,car,0.0,3.5,403,404
9,car,0.0,3.5,212,271
10,car,0.0,3.5,172,305
12,car,0.0,3.5,366,329
13,car,0.0,3.5,24,313
14,truck,0.0,3.5,195,478
15,car,24.0,3.5,194,475
18,car,0.0,3.5,147,359
19,car,0.0,3.5,410,234
20,car,48.0,3.5,242,251
25,car,24.0,3.5,79,232
27,car,24.0,3.5,297,276
28,car,24.0,3.5,261,230
29,car,24.0,3.5,14,355
30,car,0.0,3.5,360,243
31,person,33.94,3.5,220,311
39,car,33.94,3.5,384,496
42,person,24.0,3.5,269,451
44,car,24.0,3.5,27,253
46,car,0.0,3.5,68,281
48,motorcycle,33.94,3.5,270,471
55,car,24.0,3.5,111,252
64,person,67.88,3.5,226,782
70,person,24.0,3.5,266,437
72,car,24.0,3.5,34,577
82,car,0.0,3.5,14,223
1,car,0.0,3.54,251,557
2,car,24.0,3.54,346,650
3,car,33.94,3.54,185,751
4,car,24.0,3.54,138,425
5,car,0.0,3.54,266,360
6,car,24.0,3.54,278,321
7,car,0.0,3.54,386,374
8,car,0.0,3.54,403,404
9,car,24.0,3.54,213,271
10,car,0.0,3.54,172,305
12,car,33.94,3.54,367,330
13,car,33.94,3.54,23,314
14,truck,0.0,3.54,195,478
15,car,0.0,3.54,194,475
18,car,0.0,3.54,147,359
19,car,24.0,3.54,410,235
20,car,0.0,3.54,242,251
25,car,0.0,3.54,79,232
27,car,24.0,3.54,297,277
28,car,0.0,3.54,261,230
29,car,24.0,3.54,14,356
30,car,0.0,3.54,360,243
31,person,0.0,3.54,220,311
39,car,33.94,3.54,383,495
42,person,0.0,3.54,269,451
44,car,24.0,3.54,28,253
46,car,0.0,3.54,68,281
48,motorcycle,24.0,3.54,269,471
55,car,0.0,3.54,111,252
64,person,67.88,3.54,228,784
70,person,33.94,3.54,265,436
72,car,33.94,3.54,35,578
82,car,24.0,3.54,14,224
1,car,24.0,3.58,250,557
2,car,24.0,3.58,346,649
3,car,53.67,3.58,187,752
4,car,0.0,3.58,138,425
5,car,24.0,3.58,266,359
6,car,33.94,3.58,277,322
7,car,0.0,3.58,386,374
8,car,0.0,3.58,403,404
9,car,0.0,3.58,213,271
10,car,24.0,3.58,173,305
12,car,24.0,3.58,368,330
13,car,0.0,3.58,23,314
14,truck,0.0,3.58,195,478
15,car,24.0,3.58,194,476
18,car,0.0,3.58,147,359
19,car,24.0,3.58,411,235
20,car,33.94,3.58,243,250
25,car,0.0,3.58,79,232
27,car,24.0,3.58,298,277
28,car,24.0,3.58,261,231
29,car,24.0,3.58,13,356
30,car,24.0,3.58,361,243
31,person,33.94,3.58,221,310
39,car,0.0,3.58,383,495
42,person,33.94,3.58,268,450
44,car,0.0,3.58,28,253
46,car,0.0,3.58,68,281
48,motorcycle,24.0,3.58,269,470
55,car,24.0,3.58,110,252
64,person,86.53,3.58,231,786
70,person,33.94,3.58,264,435
72,car,48.0,3.58,35,580
82,car,0.0,3.58,14,224
1,car,24.0,3.62,250,556
2,car,53.67,3.62,345,651
3,car,53.67,3.62,188,754
4,car,0.0,3.62,138,425
5,car,0.0,3.62,266,359
6,car,0.0,3.62,277,322
7,car,0.0,3.62,386,374
8,car,0.0,3.62,403,404
9,car,0.0,3.62,213,271
10,car,24.0,3.62,174,305
12,car,0.0,3.62,368,330
13,car,24.0,3.62,23,315
14,truck,0.0,3.62,195,478
15,car,24.0,3.62,195,476
18,car,0.0,3.62,147,359
19,car,0.0,3.62,411,235
20,car,0.0,3.62,243,250
25,car,24.0,3.62,79,233
27,car,0.0,3.62,298,277
28,car,24.0,3.62,262,231
29,car,0.0,3.62,13,356
30,car,0.0,3.62,361,243
31,person,0.0,3.62,221,310
39,car,24.0,3.62,383,494
42,person,33.94,3.62,267,449
44,car,33.94,3.62,27,254
46,car,0.0,3.62,68,281
48,motorcycle,53.67,3.62,268,468
55,car,0.0,3.62,110,252
64,person,67.88,3.62,233,788
70,person,33.94,3.62,263,434
72,car,33.94,3.62,36,581
82,car,0.0,3.62,14,224
83,car,0,3.62,8,453
1,car,24.0,3.67,250,557
2,car,0.0,3.67,345,651
3,car,24.0,3.67,188,755
4,car,24.0,3.67,138,424
5,car,0.0,3.67,266,359
6,car,24.0,3.67,278,322
7,car,0.0,3.67,386,374
8,car,0.0,3.67,403,404
9,car,24.0,3.67,214,271
10,car,33.94,3.67,175,304
12,car,24.0,3.67,368,329
13,car,0.0,3.67,23,315
14,truck,24.0,3.67,195,477
15,car,0.0,3.67,195,476
18,car,33.94,3.67,148,360
19,car,24.0,3.67,412,235
20,car,33.94,3.67,244,249
25,car,0.0,3.67,79,233
27,car,0.0,3.67,298,277
28,car,24.0,3.67,262,232
29,car,24.0,3.67,13,357
30,car,0.0,3.67,361,243
31,person,33.94,3.67,222,309
39,car,24.0,3.67,382,494
42,person,0.0,3.67,267,449
44,car,0.0,3.67,27,254
46,car,24.0,3.67,68,282
48,motorcycle,33.94,3.67,267,467
55,car,0.0,3.67,110,252
64,person,86.53,3.67,236,790
70,person,33.94,3.67,262,433
72,car,48.0,3.67,36,583
82,car,24.0,3.67,14,225
83,car,24.0,3.67,9,453
1,car,24.0,3.71,249,557
2,car,53.67,3.71,346,653
3,car,98.95,3.71,192,756
4,car,24.0,3.71,137,424
5,car,24.0,3.71,267,359
6,car,0.0,3.71,278,322
7,car,24.0,3.71,387,374
8,car,0.0,3.71,403,404
9,car,0.0,3.71,214,271
10,car,24.0,3.71,176,304
12,car,24.0,3.71,368,328
13,car,24.0,3.71,23,316
14,truck,0.0,3.71,195,477
15,car,0.0,3.71,195,476
18,car,0.0,3.71,148,360
19,car,24.0,3.71,412,234
20,car,24.0,3.71,244,250
25,car,24.0,3.71,79,234
27,car,24.0,3.71,299,277
28,car,24.0,3.71,263,232
29,car,33.94,3.71,14,358
30,car,0.0,3.71,361,243
31,person,0.0,3.71,222,309
39,car,24.0,3.71,382,493
42,person,33.94,3.71,266,448
44,car,24.0,3.71,27,255
46,car,0.0,3.71,68,282
48,motorcycle,24.0,3.71,267,466
55,car,0.0,3.71,110,252
64,person,67.88,3.71,238,792
70,person,33.94,3.71,261,432
72,car,33.94,3.71,37,584
82,car,24.0,3.71,14,226
83,car,145.99,3.71,8,459
1,car,0.0,3.75,249,557
2,car,24.0,3.75,346,652
3,car,53.67,3.75,194,757
4,car,0.0,3.75,137,424
5,car,0.0,3.75,267,359
6,car,24.0,3.75,279,322
7,car,0.0,3.75,387,374
8,car,0.0,3.75,403,404
9,car,24.0,3.75,215,271
10,car,0.0,3.75,176,304
12,car,24.0,3.75,368,329
13,car,0.0,3.75,23,316
14,truck,0.0,3.75,195,477
15,car,24.0,3.75,195,477
18,car,0.0,3.75,148,360
19,car,0.0,3.75,412,234
20,car,24.0,3.75,245,250
25,car,0.0,3.75,79,234
27,car,24.0,3.75,298,277
28,car,0.0,3.75,263,232
29,car,24.0,3.75,14,359
30,car,0.0,3.75,361,243
31,person,24.0,3.75,222,308
39,car,24.0,3.75,382,492
42,person,24.0,3.75,266,447
44,car,0.0,3.75,27,255
46,car,0.0,3.75,68,282
48,motorcycle,33.94,3.75,266,465
55,car,0.0,3.75,110,252
64,person,86.53,3.75,241,794
70,person,33.94,3.75,260,431
72,car,53.67,3.75,38,586
82,car,24.0,3.75,14,227
83,car,48.0,3.75,8,461
84,car,0,3.75,50,214
1,car,24.0,3.79,249,556
2,car,53.67,3.79,345,650
3,car,33.94,3.79,195,758
4,car,0.0,3.79,137,424
5,car,24.0,3.79,268,359
6,car,0.0,3.79,279,322
7,car,0.0,3.79,387,374
8,car,0.0,3.79,403,404
9,car,24.0,3.79,216,271
10,car,24.0,3.79,177,304
12,car,24.0,3.79,369,329
13,car,24.0,3.79,23,317
14,truck,0.0,3.79,195,477
15,car,24.0,3.79,195,476
18,car,24.0,3.79,149,360
19,car,0.0,3.79,412,234
20,car,0.0,3.79,245,250
25,car,24.0,3.79,79,235
27,car,24.0,3.79,299,277
28,car,0.0,3.79,263,232
29,car,0.0,3.79,14,359
30,car,0.0,3.79,361,243
31,person,24.0,3.79,223,308
39,car,24.0,3.79,381,492
42,person,24.0,3.79,266,446
44,car,24.0,3.79,27,256
46,car,0.0,3.79,68,282
48,motorcycle,33.94,3.79,265,464
55,car,0.0,3.79,110,252
64,person,67.88,3.79,243,796
70,person,33.94,3.79,259,430
72,car,33.94,3.79,39,587
82,car,24.0,3.79,14,228
83,car,24.0,3.79,9,461
84,car,0.0,3.79,50,214
1,car,0.0,3.83,249,556
2,car,24.0,3.83,345,649
3,car,67.88,3.83,197,760
4,car,33.94,3.83,136,423
5,car,0.0,3.83,268,359
6,car,24.0,3.83,278,322
7,car,0.0,3.83,387,374
8,car,0.0,3.83,403,404
9,car,24.0,3.83,217,271
10,car,0.0,3.83,177,304
12,car,0.0,3.83,369,329
13,car,0.0,3.83,23,317
14,truck,0.0,3.83,195,477
15,car,0.0,3.83,195,476
18,car,0.0,3.83,149,360
19,car,24.0,3.83,413,234
20,car,24.0,3.83,246,250
25,car,24.0,3.83,79,236
27,car,0.0,3.83,299,277
28,car,24.0,3.83,264,232
29,car,24.0,3.83,14,360
30,car,0.0,3.83,361,243
31,person,24.0,3.83,223,307
39,car,24.0,3.83,381,491
42,person,24.0,3.83,265,446
44,car,24.0,3.83,26,256
46,car,24.0,3.83,68,283
48,motorcycle,0.0,3.83,265,464
55,car,24.0,3.83,110,253
64,person,86.53,3.83,246,798
70,person,33.94,3.83,258,429
72,car,48.0,3.83,39,589
82,car,0.0,3.83,14,228
83,car,0.0,3.83,9,461
84,car,0.0,3.83,50,214
1,car,0.0,3.88,249,556
2,car,0.0,3.88,345,649
3,car,53.67,3.88,199,761
4,car,0.0,3.88,136,423
5,car,0.0,3.88,268,359
6,car,0.0,3.88,278,322
7,car,0.0,3.88,387,374
8,car,24.0,3.88,403,403
9,car,0.0,3.88,217,271
10,car,24.0,3.88,178,304
12,car,0.0,3.88,369,329
13,car,24.0,3.88,23,318
14,truck,0.0,3.88,195,477
15,car,24.0,3.88,195,475
18,car,0.0,3.88,149,360
19,car,0.0,3.88,413,234
20,car,24.0,3.88,246,249
25,car,24.0,3.88,78,236
27,car,0.0,3.88,299,277
28,car,24.0,3.88,264,233
29,car,0.0,3.88,14,360
30,car,24.0,3.88,362,243
31,person,214.66,3.88,227,315
39,car,24.0,3.88,380,491
42,person,33.94,3.88,264,445
44,car,0.0,3.88,26,256
46,car,0.0,3.88,68,283
48,motorcycle,24.0,3.88,264,464
55,car,0.0,3.88,110,253
64,person,67.88,3.88,248,800
70,person,33.94,3.88,257,428
72,car,53.67,3.88,40,591
82,car,0.0,3.88,14,228
83,car,0.0,3.88,9,461
84,car,0.0,3.88,50,214
87,car,0,3.88,9,471
1,car,24.0,3.92,248,556
2,car,0.0,3.92,345,649
3,car,53.67,3.92,201,762
4,car,0.0,3.92,136,423
5,car,24.0,3.92,269,359
6,car,24.0,3.92,279,322
7,car,0.0,3.92,387,374
8,car,0.0,3.92,403,403
9,car,24.0,3.92,218,271
10,car,33.94,3.92,179,305
12,car,24.0,3.92,369,328
13,car,24.0,3.92,24,318
14,truck,0.0,3.92,195,477
15,car,24.0,3.92,196,475
18,car,24.0,3.92,150,360
19,car,24.0,3.92,413,235
20,car,0.0,3.92,246,249
25,car,24.0,3.92,78,237
27,car,24.0,3.92,300,277
28,car,0.0,3.92,264,233
29,car,0.0,3.92,14,360
30,car,24.0,3.92,362,242
31,person,24.0,3.92,228,315
39,car,24.0,3.92,380,490
42,person,24.0,3.92,263,445
44,car,24.0,3.92,26,257
46,car,0.0,3.92,68,283
48,motorcycle,24.0,3.92,264,463
55,car,0.0,3.92,110,253
64,person,75.89,3.92,251,801
70,person,33.94,3.92,256,427
72,car,24.0,3.92,40,592
82,car,0.0,3.92,14,228
83,car,33.94,3.92,10,462
84,car,0.0,3.92,50,214
87,car,0.0,3.92,9,471
1,car,0.0,3.96,248,556
2,car,33.94,3.96,346,650
3,car,53.67,3.96,203,763
4,car,0.0,3.96,136,423
5,car,0.0,3.96,269,359
6,car,48.0,3.96,281,322
7,car,33.94,3.96,388,373
8,car,24.0,3.96,403,402
9,car,0.0,3.96,218,271
10,car,0.0,3.96,179,305
12,car,24.0,3.96,369,329
13,car,24.0,3.96,24,319
14,truck,0.0,3.96,195,477
15,car,24.0,3.96,196,474
18,car,24.0,3.96,150,359
19,car,24.0,3.96,414,235
20,car,33.94,3.96,247,250
25,car,0.0,3.96,78,237
27,car,33.94,3.96,301,278
28,car,24.0,3.96,265,233
29,car,24.0,3.96,14,361
30,car,0.0,3.96,362,242
31,person,24.0,3.96,229,315
39,car,0.0,3.96,380,490
42,person,33.94,3.96,264,444
44,car,0.0,3.96,26,257
46,car,0.0,3.96,68,283
48,motorcycle,33.94,3.96,263,462
55,car,0.0,3.96,110,253
64,person,67.88,3.96,253,803
70,person,33.94,3.96,255,426
72,car,24.0,3.96,40,593
82,car,0.0,3.96,14,228
83,car,0.0,3.96,10,462
84,car,0.0,3.96,50,214
87,car,0.0,3.96,9,471
1,car,24.0,4.0,248,555
2,car,24.0,4.0,345,650
3,car,53.67,4.0,205,764
4,car,0.0,4.0,136,423
5,car,0.0,4.0,269,359
6,car,24.0,4.0,282,322
7,car,0.0,4.0,388,373
8,car,24.0,4.0,404,402
9,car,24.0,4.0,219,271
10,car,0.0,4.0,179,305
12,car,24.0,4.0,369,330
13,car,24.0,4.0,24,320
14,truck,0.0,4.0,195,477
15,car,0.0,4.0,196,474
18,car,24.0,4.0,151,359
19,car,0.0,4.0,414,235
20,car,0.0,4.0,247,250
25,car,33.94,4.0,77,238
27,car,0.0,4.0,301,278
28,car,0.0,4.0,265,233
29,car,0.0,4.0,14,361
30,car,24.0,4.0,363,242
31,person,0.0,4.0,229,315
39,car,0.0,4.0,380,490
42,person,33.94,4.0,263,443
44,car,33.94,4.0,25,258
46,car,0.0,4.0,68,283
48,motorcycle,0.0,4.0,263,462
55,car,0.0,4.0,110,253
64,person,86.53,4.0,256,805
70,person,33.94,4.0,254,425
72,car,33.94,4.0,41,594
82,car,0.0,4.0,14,228
83,car,24.0,4.0,10,461
84,car,0.0,4.0,50,214
87,car,0.0,4.0,9,471
1,car,0.0,4.04,248,555
2,car,0.0,4.04,345,650
3,car,33.94,4.04,206,765
4,car,0.0,4.04,136,423
5,car,0.0,4.04,269,359
6,car,33.94,4.04,283,321
7,car,0.0,4.04,388,373
8,car,0.0,4.04,404,402
9,car,24.0,4.04,220,271
10,car,24.0,4.04,180,305
12,car,24.0,4.04,370,330
13,car,24.0,4.04,24,321
14,truck,0.0,4.04,195,477
15,car,24.0,4.04,196,473
18,car,0.0,4.04,151,359
19,car,0.0,4.04,414,235
20,car,24.0,4.04,247,249
25,car,0.0,4.04,77,238
27,car,24.0,4.04,301,279
28,car,33.94,4.04,266,232
29,car,24.0,4.04,14,362
30,car,24.0,4.04,362,242
31,person,24.0,4.04,229,314
39,car,33.94,4.04,379,489
42,person,33.94,4.04,262,442
44,car,48.0,4.04,25,260
46,car,24.0,4.04,68,284
48,motorcycle,24.0,4.04,262,462
55,car,24.0,4.04,110,254
70,person,33.94,4.04,253,424
72,car,24.0,4.04,41,595
82,car,0.0,4.04,14,228
83,car,33.94,4.04,11,462
84,car,0.0,4.04,50,214
87,car,24.0,4.04,10,471
1,car,0.0,4.08,248,555
2,car,24.0,4.08,345,649
3,car,67.88,4.08,208,767
4,car,24.0,4.08,137,423
5,car,33.94,4.08,270,358
6,car,24.0,4.08,284,321
7,car,0.0,4.08,388,373
8,car,24.0,4.08,404,401
9,car,24.0,4.08,221,271
10,car,0.0,4.08,180,305
12,car,0.0,4.08,370,330
13,car,0.0,4.08,24,321
14,truck,0.0,4.08,195,477
15,car,0.0,4.08,196,473
18,car,0.0,4.08,151,359
19,car,24.0,4.08,415,235
20,car,120.0,4.08,250,253
25,car,0.0,4.08,77,238
27,car,24.0,4.08,301,280
28,car,24.0,4.08,267,232
29,car,24.0,4.08,14,363
30,car,0.0,4.08,362,242
31,person,33.94,4.08,230,315
39,car,0.0,4.08,379,489
42,person,0.0,4.08,262,442
44,car,0.0,4.08,25,260
46,car,0.0,4.08,68,284
48,motorcycle,24.0,4.08,262,461
55,car,24.0,4.08,111,254
70,person,33.94,4.08,252,423
72,car,53.67,4.08,42,597
82,car,24.0,4.08,14,229
83,car,24.0,4.08,11,463
84,car,0.0,4.08,50,214
87,car,0.0,4.08,10,471
1,car,53.67,4.12,247,553
2,car,24.0,4.12,344,649
3,car,53.67,4.12,210,768
4,car,24.0,4.12,137,422
5,car,0.0,4.12,270,358
6,car,24.0,4.12,285,321
7,car,0.0,4.12,388,373
8,car,0.0,4.12,404,401
9,car,24.0,4.12,221,272
10,car,0.0,4.12,180,305
12,car,24.0,4.12,371,330
13,car,0.0,4.12,24,321
14,truck,24.0,4.12,195,476
15,car,0.0,4.12,196,473
18,car,48.0,4.12,153,359
19,car,24.0,4.12,415,236
20,car,0.0,4.12,250,253
25,car,33.94,4.12,78,239
27,car,0.0,4.12,301,280
28,car,48.0,4.12,267,234
29,car,0.0,4.12,14,363
30,car,0.0,4.12,362,242
31,person,0.0,4.12,230,315
39,car,24.0,4.12,379,488
42,person,33.94,4.12,261,441
44,car,24.0,4.12,25,261
46,car,0.0,4.12,68,284
48,motorcycle,53.67,4.12,261,459
55,car,0.0,4.12,111,254
70,person,33.94,4.12,251,422
72,car,24.0,4.12,43,597
82,car,0.0,4.12,14,229
83,car,0.0,4.12,11,463
84,car,24.0,4.12,50,213
87,car,0.0,4.12,10,471
91,car,0,4.12,316,252
1,car,0.0,4.17,247,553
2,car,0.0,4.17,344,649
3,car,53.67,4.17,212,769
4,car,0.0,4.17,137,422
5,car,0.0,4.17,270,358
6,car,0.0,4.17,285,321
7,car,24.0,4.17,389,373
8,car,0.0,4.17,404,401
9,car,24.0,4.17,222,272
10,car,24.0,4.17,181,305
12,car,0.0,4.17,371,330
13,car,33.94,4.17,23,322
14,truck,0.0,4.17,195,476
15,car,0.0,4.17,196,473
18,car,33.94,4.17,154,358
19,car,24.0,4.17,415,237
20,car,24.0,4.17,250,254
25,car,24.0,4.17,77,239
27,car,0.0,4.17,301,280
28,car,0.0,4.17,267,234
29,car,24.0,4.17,14,364
30,car,24.0,4.17,362,243
31,person,24.0,4.17,231,315
39,car,0.0,4.17,379,488
42,person,24.0,4.17,261,440
44,car,24.0,4.17,25,262
46,car,48.0,4.17,68,286
48,motorcycle,33.94,4.17,260,458
55,car,0.0,4.17,111,254
70,person,33.94,4.17,250,421
72,car,72.0,4.17,43,600
82,car,24.0,4.17,13,229
83,car,33.94,4.17,12,464
84,car,0.0,4.17,50,213
87,car,0.0,4.17,10,471
91,car,0.0,4.17,316,252
1,car,0.0,4.21,247,553
2,car,48.0,4.21,344,651
3,car,53.67,4.21,214,770
4,car,33.94,4.21,138,421
5,car,24.0,4.21,270,357
6,car,75.89,4.21,286,318
7,car,0.0,4.21,389,373
8,car,0.0,4.21,404,401
9,car,0.0,4.21,222,272
10,car,24.0,4.21,182,305
12,car,24.0,4.21,371,331
13,car,0.0,4.21,23,322
14,truck,0.0,4.21,195,476
15,car,24.0,4.21,197,473
18,car,24.0,4.21,155,358
19,car,33.94,4.21,416,238
20,car,24.0,4.21,251,254
25,car,33.94,4.21,78,240
27,car,24.0,4.21,302,280
28,car,33.94,4.21,268,235
29,car,24.0,4.21,14,365
30,car,0.0,4.21,362,243
31,person,0.0,4.21,231,315
39,car,33.94,4.21,378,487
42,person,33.94,4.21,260,439
44,car,0.0,4.21,25,262
46,car,24.0,4.21,68,287
48,motorcycle,24.0,4.21,260,457
55,car,0.0,4.21,111,254
70,person,53.67,4.21,248,420
72,car,33.94,4.21,44,601
82,car,24.0,4.21,13,230
83,car,24.0,4.21,12,465
84,car,0.0,4.21,50,213
87,car,0.0,4.21,10,471
91,car,24.0,4.21,316,251
1,car,0.0,4.25,247,553
2,car,24.0,4.25,344,652
3,car,53.67,4.25,216,771
4,car,0.0,4.25,138,421
5,car,33.94,4.25,271,356
6,car,33.94,4.25,287,317
7,car,24.0,4.25,390,373
8,car,0.0,4.25,404,401
9,car,24.0,4.25,223,272
10,car,24.0,4.25,183,305
12,car,24.0,4.25,371,332
13,car,24.0,4.25,23,323
14,truck,0.0,4.25,195,476
15,car,0.0,4.25,197,473
18,car,24.0,4.25,156,358
19,car,24.0,4.25,416,237
20,car,0.0,4.25,251,254
25,car,0.0,4.25,78,240
27,car,0.0,4.25,302,280
28,car,24.0,4.25,269,235
29,car,24.0,4.25,14,366
30,car,0.0,4.25,362,243
31,person,24.0,4.25,232,315
39,car,24.0,4.25,377,487
42,person,33.94,4.25,259,438
44,car,0.0,4.25,25,262
46,car,24.0,4.25,68,286
48,motorcycle,24.0,4.25,259,457
55,car,0.0,4.25,111,254
70,person,33.94,4.25,247,419
72,car,33.94,4.25,45,602
82,car,33.94,4.25,12,231
83,car,24.0,4.25,12,466
84,car,0.0,4.25,50,213
87,car,0.0,4.25,10,471
91,car,53.67,4.25,318,252
1,car,24.0,4.29,246,553
2,car,24.0,4.29,344,653
3,car,53.67,4.29,217,773
4,car,0.0,4.29,138,421
5,car,0.0,4.29,271,356
6,car,48.0,4.29,287,319
7,car,0.0,4.29,390,373
8,car,33.94,4.29,403,402
9,car,24.0,4.29,224,272
10,car,24.0,4.29,184,305
12,car,24.0,4.29,372,332
13,car,24.0,4.29,23,324
14,truck,0.0,4.29,195,476
15,car,0.0,4.29,197,473
18,car,0.0,4.29,156,358
19,car,0.0,4.29,416,237
20,car,33.94,4.29,252,253
25,car,33.94,4.29,77,241
27,car,48.0,4.29,304,280
28,car,24.0,4.29,270,235
29,car,24.0,4.29,14,367
30,car,0.0,4.29,362,243
31,person,24.0,4.29,233,315
39,car,24.0,4.29,377,486
42,person,0.0,4.29,259,438
44,car,24.0,4.29,25,263
46,car,33.94,4.29,67,287
48,motorcycle,24.0,4.29,259,456
55,car,24.0,4.29,111,255
70,person,33.94,4.29,246,418
72,car,75.89,4.29,46,605
82,car,24.0,4.29,13,231
83,car,48.0,4.29,12,468
84,car,96.0,4.29,50,217
87,car,241.2,4.29,11,481
91,car,24.0,4.29,318,253
1,car,0.0,4.33,246,553
2,car,0.0,4.33,344,653
3,car,53.67,4.33,219,774
4,car,0.0,4.33,138,421
5,car,24.0,4.33,272,356
6,car,24.0,4.33,287,320
7,car,0.0,4.33,390,373
8,car,24.0,4.33,403,401
9,car,24.0,4.33,224,271
10,car,24.0,4.33,185,305
12,car,0.0,4.33,372,332
13,car,24.0,4.33,23,325
15,car,24.0,4.33,197,474
18,car,24.0,4.33,157,358
19,car,0.0,4.33,416,237
20,car,24.0,4.33,253,253
25,car,33.94,4.33,78,242
27,car,33.94,4.33,305,279
28,car,0.0,4.33,270,235
29,car,0.0,4.33,14,367
30,car,0.0,4.33,362,243
31,person,0.0,4.33,233,315
39,car,24.0,4.33,376,486
42,motorcycle,53.67,4.33,258,440
44,car,0.0,4.33,25,263
46,car,24.0,4.33,68,287
48,motorcycle,24.0,4.33,259,455
55,car,0.0,4.33,111,255
70,person,33.94,4.33,245,417
72,car,53.67,4.33,47,607
82,car,24.0,4.33,13,232
83,car,24.0,4.33,12,469
84,car,53.67,4.33,51,219
87,car,24.0,4.33,11,482
91,car,0.0,4.33,318,253
1,car,0.0,4.38,246,553
2,car,24.0,4.38,344,654
3,car,53.67,4.38,221,775
4,car,0.0,4.38,138,421
5,car,48.0,4.38,272,358
6,car,24.0,4.38,287,321
7,car,0.0,4.38,390,373
8,car,0.0,4.38,403,401
9,car,24.0,4.38,225,271
10,car,33.94,4.38,186,304
12,car,0.0,4.38,372,332
13,car,0.0,4.38,23,325
15,car,0.0,4.38,197,474
18,car,24.0,4.38,158,358
19,car,24.0,4.38,417,237
20,car,24.0,4.38,252,253
25,car,0.0,4.38,78,242
27,car,33.94,4.38,306,278
28,car,24.0,4.38,271,235
29,car,33.94,4.38,15,368
30,car,0.0,4.38,362,243
31,person,24.0,4.38,234,315
39,car,33.94,4.38,375,485
42,person,72.0,4.38,258,437
44,car,33.94,4.38,24,264
46,car,0.0,4.38,68,287
